Aristarchus  (8568,13946)  (8453,14060)  (8453,13945)  (8682,14061)  (8568,13831)  (8683,13831)  (8683,13946)  (8451,13830)  (8338,14165)  (8338,14050)  (8797,14061)  (8797,14176)  (8566,13716)  (8681,13716)  (8796,13716)  (8798,13831)  (8798,13946)  (8336,13935)  (8336,13820)  (8451,13715)  (8326,13705)  (8911,13691)  (8223,14182)  (8223,14067)  (8912,14061)  (8913,13806)  (8913,13921)  (8221,13952)  (8221,13837)  (8211,13722)  | overflowToLeft=false
Space Zone 32  (3537,6500)  (3422,6614)  (3422,6499)  (3651,6615)  (3537,6385)  (3652,6385)  (3652,6500)  (3420,6384)  (3536,6729)  (3421,6729)  (3307,6614)  (3307,6499)  (3674,6730)  (3306,6730)  (3535,6270)  (3650,6270)  (3765,6270)  (3767,6385)  (3305,6384)  (3313,6269)  (3789,6834)  (3880,6199)  (3559,6844)  (3444,6844)  (3674,6845)  (3428,6155)  (3543,6155)  (3658,6155)  (3882,6314)  (3905,6929)  (3790,6949)  (3675,6960)  (3501,6040)  (3616,6040)  (4020,7024)  (3905,7044)  (3790,7064)  | overflowToLeft=false
Sudan  (18368,2675)  (18253,2789)  (18253,2674)  (18482,2790)  (18368,2560)  (18483,2560)  (18483,2675)  (18251,2559)  (18367,2904)  (18252,2904)  (18597,2790)  (18496,2905)  (18598,2624)  (18136,2669)  (18136,2554)  (18107,2439)  (18712,2816)  | overflowToLeft=false
Space Zone 30  (1999,6576)  (1884,6690)  (1884,6575)  (2113,6691)  (1999,6461)  (2114,6461)  (2114,6576)  (1882,6460)  (1998,6805)  (1883,6805)  (1769,6690)  (1769,6575)  (2228,6691)  (2228,6806)  (2113,6806)  (1768,6806)  (1997,6346)  (2112,6346)  (2227,6346)  (2229,6461)  (2229,6576)  (1767,6460)  (1767,6345)  (1882,6345)  (1998,6920)  (1883,6920)  (1654,6645)  (2343,6691)  (2343,6806)  (2343,6921)  (2228,6921)  (2113,6921)  (1997,6231)  (2112,6231)  (2344,6407)  (2344,6522)  (1652,6530)  (1652,6415)  (1652,6300)  (1767,6230)  (1882,6230)  (1607,6185)  (1998,7035)  (2458,6637)  (2458,6752)  (2458,6867)  (2458,6982)  (2343,7036)  (2228,7036)  (2113,7036)  (1997,6116)  (2459,6522)  | overflowToLeft=false
Tibet  (20397,1517)  (20282,1631)  (20282,1516)  (20511,1632)  (20397,1402)  (20512,1402)  (20512,1517)  (20280,1401)  (20627,1406)  (20627,1521)  (20165,1436)  | overflowToLeft=false
Tigerbaum 2  (1568,18060)  (1453,18174)  (1453,18059)  (1682,18175)  (1568,17945)  (1683,17945)  (1683,18060)  (1451,17944)  (1567,18289)  (1338,18147)  (1566,17830)  (1798,17953)  (1798,18068)  | overflowToLeft=false
Mongolia  (21607,715)  (21492,829)  (21492,714)  (21721,830)  (21607,600)  (21722,600)  (21722,715)  (21490,599)  (21377,931)  (21377,816)  (21836,830)  (21837,578)  (21837,693)  (21375,701)  (21375,586)  (21951,808)  (21952,602)  (21260,783)  (21260,668)  (22066,717)  (22066,832)  (21145,777)  (21145,662)  | overflowToLeft=false
Kilimanjaro  (18440,4047)  (18325,4161)  (18325,4046)  (18554,4162)  (18440,3932)  (18555,3932)  (18555,4047)  (18323,3931)  (18439,4276)  (18324,4276)  (18210,4157)  (18669,4162)  (18588,4277)  (18438,3817)  (18670,3934)  (18208,4042)  | overflowToLeft=false
Water 7  (10345,3691)  (10230,3805)  (10230,3690)  (10459,3806)  (10345,3576)  (10460,3576)  (10460,3691)  (10228,3575)  (10344,3920)  (10229,3920)  (10115,3805)  (10115,3690)  (10574,3806)  (10574,3921)  (10459,3921)  (10114,3921)  (10343,3461)  (10458,3461)  (10573,3461)  (10575,3576)  (10575,3691)  (10113,3575)  (10688,3396)  (10344,4035)  (10229,4035)  (10000,3806)  (10000,3691)  (10689,3806)  (10689,3921)  (10689,4036)  (10574,4036)  (10459,4036)  (10480,3346)  (10690,3511)  (10690,3626)  (9885,3759)  | overflowToLeft=false
Water 8  (11548,3637)  (11433,3751)  (11433,3636)  (11662,3752)  (11548,3522)  (11663,3522)  (11663,3637)  (11431,3521)  (11547,3866)  (11432,3866)  (11318,3751)  (11318,3636)  (11777,3752)  (11777,3867)  (11662,3867)  (11317,3867)  (11546,3407)  (11661,3407)  (11776,3407)  (11778,3522)  (11778,3637)  (11316,3521)  (11316,3406)  (11431,3406)  (11891,3294)  (11547,3981)  (11432,3981)  (11203,3752)  (11203,3637)  (11892,3752)  (11892,3867)  (11892,3982)  (11777,3982)  (11662,3982)  (11317,3982)  (11202,3982)  (11202,3867)  (11546,3292)  (11661,3292)  (11776,3292)  (11893,3409)  (11893,3524)  (11201,3522)  (11201,3407)  (11201,3292)  (11316,3291)  (11431,3291)  (11547,4096)  (11432,4096)  (11088,3752)  (11088,3637)  | overflowToLeft=false
Water 5  (10328,2525)  (10213,2639)  (10213,2524)  (10442,2640)  (10328,2410)  (10443,2410)  (10443,2525)  (10211,2409)  (10327,2754)  (10212,2754)  (10098,2639)  (10098,2524)  (10557,2640)  (10557,2755)  (10442,2755)  (10097,2755)  (10326,2295)  (10441,2295)  (10556,2295)  (10558,2410)  (10558,2525)  (10096,2409)  (10096,2294)  (10211,2294)  (10671,2182)  (10327,2869)  (10212,2869)  (9983,2640)  (9983,2525)  (10672,2640)  (10672,2755)  (10672,2870)  (10557,2870)  (10442,2870)  (9982,2797)  (10326,2180)  (10441,2180)  (10556,2180)  (10673,2297)  (10673,2412)  (9981,2410)  (9981,2295)  (9981,2180)  (10096,2179)  (10211,2179)  (10671,2067)  (10786,2081)  (10327,2984)  (9868,2682)  (9868,2567)  (10787,2527)  (10787,2642)  (10787,2757)  (10787,2872)  | overflowToLeft=false
Northern Territory  (22789,4453)  (22674,4511)  (22803,4338)  (22904,4453)  (22599,4396)  (22559,4512)  (23019,4468)  | overflowToLeft=false
Water 6  (11495,2202)  (11380,2316)  (11380,2201)  (11609,2317)  (11495,2087)  (11610,2087)  (11610,2202)  (11378,2086)  (11494,2431)  (11379,2431)  (11265,2316)  (11265,2201)  (11724,2317)  (11724,2432)  (11609,2432)  (11264,2432)  (11493,1972)  (11608,1972)  (11723,1972)  (11725,2087)  (11725,2202)  (11263,2086)  (11263,1971)  (11378,1971)  (11494,2546)  (11379,2546)  (11150,2317)  (11150,2202)  (11839,2317)  (11839,2432)  (11839,2547)  (11724,2547)  (11609,2547)  (11264,2547)  (11149,2518)  (11493,1857)  (11608,1857)  (11840,2038)  (11840,2153)  (11148,2087)  (11148,1972)  (11148,1857)  (11263,1856)  (11378,1856)  (11494,2661)  (11035,2403)  (11035,2288)  (11954,2268)  (11954,2383)  (11954,2498)  (11954,2613)  | overflowToLeft=false
Water 3  (10709,860)  (10594,974)  (10594,859)  (10823,975)  (10709,745)  (10824,745)  (10824,860)  (10592,744)  (10708,1089)  (10593,1089)  (10479,974)  (10479,859)  (10938,975)  (10938,1090)  (10823,1090)  (10478,1090)  (10707,630)  (10822,630)  (10937,630)  (10939,745)  (10939,860)  (10477,744)  (10477,629)  (10592,629)  (11052,598)  (10708,1204)  (10593,1204)  (10364,975)  (10364,860)  (11053,975)  (11053,1090)  (11053,1205)  (10938,1205)  (10823,1205)  (10707,515)  (10822,515)  (10937,515)  (11054,713)  (11054,828)  (10362,745)  (10362,630)  (10362,515)  (10477,514)  (10592,514)  (10708,1319)  (11168,943)  (11168,1058)  (11168,1173)  (11168,1288)  (11053,1320)  (10938,1320)  (10823,1320)  | overflowToLeft=false
Water 4  (9421,2966)  (9306,3080)  (9306,2965)  (9535,3081)  (9421,2851)  (9536,2851)  (9536,2966)  (9304,2850)  (9420,3195)  (9305,3195)  (9191,3080)  (9191,2965)  (9650,3081)  (9650,3196)  (9535,3196)  (9190,3196)  (9419,2736)  (9534,2736)  (9651,2797)  (9651,2912)  (9189,2850)  (9189,2735)  (9304,2735)  (9420,3310)  (9305,3310)  (9076,3081)  (9076,2966)  (9765,3027)  (9765,3142)  (9765,3257)  (9650,3311)  (9535,3311)  (9419,2621)  (9766,2864)  (9074,2851)  (9074,2736)  (9074,2621)  (9189,2620)  (9304,2620)  (9826,3372)  (9420,3425)  (8961,3068)  (9880,2979)  (9880,3094)  (9880,3209)  (9711,3426)  (9596,3426)  (8960,2506)  (9419,2506)  (8959,2953)  (8959,2838)  (8959,2723)  | overflowToLeft=false
Space Zone 28  (4633,4824)  (4518,4938)  (4518,4823)  (4747,4939)  (4633,4709)  (4748,4709)  (4748,4824)  (4516,4708)  (4632,5053)  (4517,5053)  (4403,4938)  (4403,4823)  (4862,4939)  (4862,5054)  (4747,5054)  (4402,5054)  (4631,4594)  (4746,4594)  (4863,4616)  (4863,4731)  (4401,4708)  (4401,4593)  (4516,4593)  (4632,5168)  (4517,5168)  (4288,4939)  (4288,4824)  (4977,4846)  (4848,5169)  (4287,5063)  (4631,4479)  (4978,4731)  (4286,4709)  (4286,4594)  (4286,4479)  (4401,4478)  (4516,4478)  (4733,5283)  (4618,5283)  (4173,4948)  (4313,4363)  (4428,4363)  (4543,4363)  (4715,5398)  (4359,4248)  (4474,4248)  | overflowToLeft=false
Eastern Australia  (23227,4891)  (23112,4950)  (23112,4835)  (23295,5006)  (23227,4776)  (23342,4808)  (23410,4923)  (22997,4901)  | overflowToLeft=false
Water 1  (9315,275)  (9200,389)  (9200,274)  (9429,390)  (9315,160)  (9430,160)  (9430,275)  (9198,159)  (9314,504)  (9199,504)  (9085,389)  (9085,274)  (9544,390)  (9544,505)  (9429,505)  (9084,505)  (9313,45)  (9428,45)  (9545,143)  (9083,159)  (9083,44)  (9198,44)  (9314,619)  (9199,619)  (9659,395)  (9659,510)  (9544,620)  (9429,620)  (9084,620)  (9664,625)  (9774,454)  (9779,569)  | overflowToLeft=false
Space Zone 29  (5465,5154)  (5350,5268)  (5350,5153)  (5579,5269)  (5465,5039)  (5580,5039)  (5580,5154)  (5348,5038)  (5464,5383)  (5349,5383)  (5235,5268)  (5235,5153)  (5694,5269)  (5694,5384)  (5579,5384)  (5234,5384)  (5463,4924)  (5578,4924)  (5693,4924)  (5695,5039)  (5695,5154)  (5233,5038)  (5233,4923)  (5348,4923)  (5808,4811)  (5464,5498)  (5349,5498)  (5120,5269)  (5120,5154)  (5809,5269)  (5234,5499)  (5119,5499)  (5119,5384)  (5463,4809)  (5578,4809)  (5693,4809)  (5810,4926)  (5810,5041)  (5118,5039)  (5808,4696)  (5365,5613)  (5005,5269)  (5924,5156)  (5924,5271)  (5250,5614)  (5135,5614)  (5020,5614)  (5004,5499)  (5004,5384)  (5606,4694)  (5925,4912)  (5925,5027)  | overflowToLeft=false
Tigerbaum 1  (1983,17599)  (1868,17713)  (1868,17598)  (2097,17714)  (1983,17484)  (2098,17484)  (2098,17599)  (1866,17483)  (1982,17828)  (1753,17697)  (1981,17369)  (2213,17480)  (2213,17595)  (1751,17582)  | overflowToLeft=false
Water 2  (9768,1268)  (9653,1382)  (9653,1267)  (9882,1383)  (9768,1153)  (9883,1153)  (9883,1268)  (9651,1152)  (9767,1497)  (9652,1497)  (9538,1382)  (9538,1267)  (9997,1383)  (9997,1498)  (9882,1498)  (9537,1498)  (9766,1038)  (9881,1038)  (9996,1038)  (9998,1153)  (9998,1268)  (9536,1152)  (9536,1037)  (9651,1037)  (10111,939)  (9767,1612)  (9652,1612)  (9423,1383)  (9423,1268)  (10112,1383)  (10112,1498)  (10112,1613)  (9997,1613)  (9882,1613)  (9537,1613)  (9422,1613)  (9422,1498)  (9766,923)  (9881,923)  (9996,923)  (10113,1054)  (10113,1169)  (9421,1153)  (9421,1038)  (9421,923)  (9536,922)  (9651,922)  (9767,1727)  (9652,1727)  (9308,1383)  (9308,1268)  | overflowToLeft=false
Space Zone 26  (3536,5262)  (3421,5376)  (3421,5261)  (3650,5377)  (3536,5147)  (3651,5147)  (3651,5262)  (3419,5146)  (3535,5491)  (3420,5491)  (3306,5376)  (3306,5261)  (3674,5492)  (3534,5032)  (3649,5032)  (3764,5032)  (3766,5147)  (3766,5262)  (3304,5146)  (3326,5031)  (3879,4983)  (3559,5606)  (3191,5364)  (3782,5607)  (3441,4917)  (3556,4917)  (3671,4917)  (3881,5098)  (3189,5249)  (3189,5134)  (3897,5702)  (3667,5721)  (3782,5722)  (3514,4802)  (3629,4802)  (3074,5269)  (3074,5154)  (4012,5796)  (3897,5817)  (3782,5837)  (3875,5952)  | overflowToLeft=false
Space Zone 27  (3660,4277)  (3545,4391)  (3545,4276)  (3774,4392)  (3660,4162)  (3775,4162)  (3775,4277)  (3543,4161)  (3659,4506)  (3430,4340)  (3889,4392)  (3889,4507)  (3774,4507)  (3658,4047)  (3773,4047)  (3890,4111)  (3890,4226)  (3428,4225)  (3428,4110)  (3543,4046)  (3377,3995)  (4004,4341)  (4004,4456)  (4004,4571)  (3889,4622)  (3774,4622)  (4005,4177)  (3313,4245)  (3313,4130)  (3492,3931)  (4068,4686)  (4119,4292)  (4119,4407)  (3953,4737)  (3198,4150)  (4027,4852)  | overflowToLeft=false
Space Zone 24  (1674,5292)  (1559,5406)  (1559,5291)  (1788,5407)  (1674,5177)  (1789,5177)  (1789,5292)  (1557,5176)  (1673,5521)  (1558,5521)  (1444,5406)  (1444,5291)  (1903,5407)  (1903,5522)  (1788,5522)  (1443,5522)  (1672,5062)  (1787,5062)  (1902,5062)  (1904,5177)  (1904,5292)  (1488,5061)  (2017,4949)  (1673,5636)  (1558,5636)  (2018,5407)  (2018,5522)  (2018,5637)  (1903,5637)  (1788,5637)  (1443,5637)  (1603,4947)  (1718,4947)  (1833,4947)  (2019,5064)  (2019,5179)  (1948,4834)  (1673,5751)  (1558,5751)  (2053,5752)  (1938,5752)  (1823,5752)  (1443,5752)  (1564,4832)  (1679,4832)  (1794,4832)  (1628,5866)  (1513,5867)  (1612,4717)  (1727,4717)  (1842,4717)  | overflowToLeft=false
Space Zone 25  (2385,4869)  (2270,4983)  (2270,4868)  (2499,4984)  (2385,4754)  (2500,4754)  (2500,4869)  (2268,4753)  (2384,5098)  (2269,5098)  (2383,4639)  (2498,4639)  (2613,4639)  (2615,4754)  (2615,4869)  (2153,4755)  (2170,4638)  (2357,5213)  (2242,5213)  (2729,4984)  (2285,4524)  (2400,4524)  (2730,4725)  (2730,4840)  (2263,5328)  (2844,4955)  (2844,5070)  (2845,4820)  (2959,4935)  | overflowToLeft=false
Space Zone 22  (3966,3569)  (3851,3683)  (3851,3568)  (4080,3684)  (3966,3454)  (4081,3454)  (4081,3569)  (3849,3453)  (3965,3798)  (3850,3798)  (3736,3683)  (3736,3568)  (4195,3684)  (4195,3799)  (4080,3799)  (3735,3799)  (3964,3339)  (4196,3368)  (4196,3483)  (3734,3453)  (3734,3338)  (3849,3338)  (3965,3913)  (3621,3684)  (3621,3569)  (4310,3598)  (4310,3713)  (4310,3828)  (4195,3914)  (4080,3914)  (4311,3397)  (3619,3454)  (3619,3339)  (4339,3943)  (3506,3665)  (4425,3512)  (4425,3627)  (4425,3742)  (4224,4029)  (4109,4029)  (3504,3550)  (3504,3435)  (4540,3473)  (4540,3588)  | overflowToLeft=false
Luna II 3  (23624,11434)  (23509,11548)  (23509,11433)  (23738,11549)  (23624,11319)  (23739,11319)  (23739,11434)  (23507,11318)  (23623,11663)  (23394,11434)  (23853,11549)  (23853,11664)  (23738,11664)  (23854,11207)  (23854,11322)  (23392,11319)  (23897,11779)  (23782,11779)  | overflowToLeft=false
Southern Arabia  (19110,2419)  (18995,2533)  (18995,2418)  (19224,2534)  (19110,2304)  (19225,2332)  (18993,2303)  (19109,2648)  (18994,2648)  (18880,2480)  (19339,2447)  (19340,2332)  (18878,2365)  (19454,2447)  (19455,2330)  | overflowToLeft=false
Luna II 2  (24254,11445)  (24139,11559)  (24139,11444)  (24368,11560)  (24254,11330)  (24369,11330)  (24369,11445)  (24137,11329)  (24253,11674)  (24138,11674)  (24024,11559)  (24024,11444)  (24023,11675)  (24252,11215)  (24367,11215)  (24482,11215)  (24484,11330)  (24484,11445)  (24022,11329)  (24022,11214)  (24137,11214)  | overflowToLeft=false
Space Zone 23  (5071,4143)  (4956,4257)  (4956,4142)  (5185,4258)  (5071,4028)  (5186,4028)  (5186,4143)  (4954,4027)  (5070,4372)  (4955,4372)  (4841,4257)  (4841,4142)  (5300,4258)  (5300,4373)  (5185,4373)  (5069,3913)  (5184,3913)  (5301,3954)  (5301,4069)  (4839,4027)  (4839,3912)  (4954,3912)  (5070,4487)  (4726,4235)  (5415,4184)  (5415,4299)  (5415,4414)  (5300,4488)  (5185,4488)  (5069,3798)  (5416,4069)  (4724,4120)  (4724,4005)  (4724,3890)  (4839,3797)  (4954,3797)  (4702,3775)  (5456,4529)  (5530,4200)  (5530,4315)  (5341,4603)  (5226,4603)  (5111,4603)  (4609,4118)  (4609,4003)  (4817,3682)  (4932,3682)  (4587,3888)  (4699,3660)  (5571,4430)  (5236,4718)  | overflowToLeft=false
Space Zone 20  (8339,4414)  (8224,4528)  (8224,4413)  (8453,4529)  (8339,4299)  (8454,4299)  (8454,4414)  (8222,4298)  (8338,4643)  (8223,4643)  (8109,4528)  (8109,4413)  (8568,4529)  (8568,4644)  (8453,4644)  (8108,4644)  (8337,4184)  (8452,4184)  (8567,4184)  (8569,4299)  (8569,4414)  (8107,4298)  (8107,4183)  (8222,4183)  (8338,4758)  (8223,4758)  (7994,4529)  (7994,4414)  (8683,4529)  (8683,4644)  (8683,4759)  (8568,4759)  (8453,4759)  (8337,4069)  (8452,4069)  (8684,4231)  (8684,4346)  (7992,4299)  (7992,4184)  (7992,4069)  (8107,4068)  (8222,4068)  (8338,4873)  (7879,4503)  (8798,4461)  (8798,4576)  (8798,4691)  (8798,4806)  (8683,4874)  (8568,4874)  (8453,4874)  (7878,3954)  | overflowToLeft=false
Luna II 1  (24265,10886)  (24150,11000)  (24150,10885)  (24379,11001)  (24265,10771)  (24380,10771)  (24380,10886)  (24148,10770)  (24035,11085)  (24035,10970)  (24494,11001)  (24263,10656)  (24495,10849)  (24033,10855)  (24033,10740)  (24148,10655)  (24019,10625)  (24134,10540)  | overflowToLeft=false
Victoria  (23285,5365)  (23337,5480)  (23192,5250)  (23307,5250)  | overflowToLeft=false
Penta 1  (7421,780)  (7306,894)  (7306,779)  (7535,895)  (7421,665)  (7536,665)  (7536,780)  (7304,664)  (7650,895)  (7419,550)  (7651,709)  (7211,549)  (7765,824)  (7765,939)  | overflowToLeft=false
Space Zone 21  (2630,3692)  (2515,3799)  (2515,3684)  (2690,3577)  (2745,3692)  (2780,3807)  (2805,3521)  (2420,3914)  (2400,3799)  (2860,3636)  (2895,3751)  (2895,3866)  (2920,3473)  (2305,4016)  (2285,3901)  (2975,3588)  (2993,3981)  (3010,3703)  (3010,3818)  (3035,3431)  (2242,4131)  (2190,4016)  (3090,3546)  (3108,3933)  (3125,3661)  (3125,3776)  (2127,4194)  (3150,3396)  (2075,4079)  (3205,3511)  (3240,3626)  (3240,3741)  (3240,3856)  (2224,4309)  (2109,4309)  (2012,4194)  (1994,4327)  (3265,3364)  (3355,3677)  (2140,4424)  (2025,4442)  (1910,4442)  (1879,4327)  (2007,4557)  | overflowToLeft=false
Penta 2  (7438,1348)  (7323,1462)  (7323,1347)  (7552,1463)  (7438,1233)  (7553,1233)  (7553,1348)  (7321,1232)  (7437,1577)  (7322,1577)  (7436,1118)  (7551,1118)  (7666,1118)  (7668,1233)  (7668,1348)  (7211,1117)  | overflowToLeft=false
Penta 3  (6834,1338)  (6719,1452)  (6719,1337)  (6948,1453)  (6834,1223)  (6949,1223)  (6949,1338)  (6717,1222)  (6833,1567)  (6604,1348)  (7063,1453)  (7063,1568)  (6948,1568)  (6832,1108)  (6947,1108)  (7062,1108)  (7064,1223)  (7064,1338)  (6602,1233)  (6602,1118)  (6717,1107)  | overflowToLeft=false
Penta 4  (6835,811)  (6720,925)  (6720,810)  (6949,926)  (6835,696)  (6950,696)  (6950,811)  (6718,695)  (6605,981)  (6605,866)  (7064,926)  (6833,581)  (6948,581)  (7063,581)  (7065,696)  (7065,811)  (6902,466)  (7017,466)  | overflowToLeft=false
Luna II 4  (23649,10892)  (23534,11006)  (23534,10891)  (23763,11007)  (23649,10777)  (23764,10777)  (23764,10892)  (23532,10776)  (23419,11085)  (23419,10970)  (23878,11007)  (23647,10662)  (23762,10662)  (23877,10662)  (23879,10777)  (23879,10892)  (23733,10547)  (23848,10547)  | overflowToLeft=false
Beijing  (21869,1211)  (21754,1325)  (21754,1210)  (21983,1326)  (21869,1096)  (21984,1096)  (21984,1211)  (21752,1095)  (21639,1374)  (21639,1259)  (22098,1326)  (21867,981)  (21982,981)  (22099,982)  (22099,1097)  (21637,1144)  (21637,1029)  (22213,1265)  (21522,1225)  (21522,1110)  | overflowToLeft=false
Taiwan  (22623,2269)  (22508,2356)  (22645,2154)  | overflowToLeft=false
Space Zone 19  (7144,3565)  (7029,3679)  (7029,3564)  (7258,3680)  (7144,3450)  (7259,3450)  (7259,3565)  (7027,3449)  (7143,3794)  (7028,3794)  (6914,3679)  (6914,3564)  (7373,3680)  (7373,3795)  (7258,3795)  (6913,3795)  (7142,3335)  (7257,3335)  (7372,3335)  (7374,3450)  (7374,3565)  (6912,3449)  (6912,3334)  (7027,3334)  (7487,3318)  (7143,3909)  (7028,3909)  (6799,3680)  (6799,3565)  (7488,3680)  (7488,3795)  (7488,3910)  (7373,3910)  (7258,3910)  (7142,3220)  (7257,3220)  (7489,3433)  (7489,3548)  (6797,3450)  (6797,3335)  (6803,3219)  (6918,3219)  (6684,3725)  (6684,3610)  (7603,3663)  (7603,3778)  (7603,3893)  (7603,4008)  (7488,4025)  (7373,4025)  (7258,4025)  | overflowToLeft=false
Space Zone 17  (6087,3126)  (5972,3240)  (5972,3125)  (6201,3241)  (6087,3011)  (6202,3011)  (6202,3126)  (5970,3010)  (6086,3355)  (5971,3355)  (5857,3240)  (5857,3125)  (6316,3241)  (6316,3356)  (6201,3356)  (6085,2896)  (6200,2896)  (6315,2896)  (6317,3011)  (6317,3126)  (5855,3010)  (5855,2895)  (5970,2895)  (6430,2893)  (6086,3470)  (5742,3278)  (5742,3163)  (6431,3241)  (6307,3471)  (6085,2781)  (6432,3008)  (6432,3123)  (5740,3048)  (5740,2933)  (5740,2818)  (5855,2780)  (5970,2780)  (5627,3211)  (6547,2932)  (6547,3047)  (6547,3162)  (5625,3096)  (5625,2981)  (6662,2971)  (6662,3086)  (5510,3144)  | overflowToLeft=false
Germany  (17440,751)  (17325,844)  (17441,636)  (17555,751)  (17670,734)  | overflowToLeft=false
Space Zone 18  (6632,2559)  (6517,2673)  (6517,2558)  (6746,2674)  (6632,2444)  (6747,2444)  (6747,2559)  (6515,2443)  (6631,2788)  (6402,2720)  (6402,2605)  (6861,2674)  (6861,2789)  (6746,2789)  (6862,2408)  (6862,2523)  (6400,2490)  (6400,2375)  (6515,2328)  (6332,2260)  (6287,2682)  (6976,2638)  (6976,2753)  (6976,2868)  (6977,2423)  (6285,2567)  (6285,2452)  (7091,2538)  (7091,2653)  (7091,2768)  (7091,2883)  (6170,2643)  (6170,2528)  (6170,2413)  (6055,2604)  | overflowToLeft=false
Space Zone 15  (4853,3018)  (4738,3132)  (4738,3017)  (4967,3133)  (4853,2903)  (4968,2903)  (4968,3018)  (4736,2902)  (4852,3247)  (4737,3247)  (4623,3132)  (4623,3017)  (5082,3133)  (5082,3248)  (4967,3248)  (4622,3248)  (4851,2788)  (4966,2788)  (5081,2788)  (5083,2903)  (5083,3018)  (4621,2902)  (4621,2787)  (4736,2787)  (5196,2784)  (4852,3362)  (4737,3362)  (4508,3133)  (4508,3018)  (5197,3133)  (5197,3248)  (5151,3363)  (5036,3363)  (4507,3296)  (4851,2673)  (4966,2673)  (5081,2673)  (5198,2899)  (5198,3014)  (4506,2903)  (4649,2672)  (4393,3181)  (4393,3066)  (5085,3478)  (4970,3478)  (4764,2558)  (4879,2558)  (5313,2901)  (5313,3016)  (4391,2951)  (4848,2443)  | overflowToLeft=false
Space Zone 16  (5624,3712)  (5509,3826)  (5509,3711)  (5738,3827)  (5624,3597)  (5739,3597)  (5739,3712)  (5507,3596)  (5623,3941)  (5394,3806)  (5853,3827)  (5853,3942)  (5738,3942)  (5622,3482)  (5737,3482)  (5854,3534)  (5854,3649)  (5392,3691)  (5392,3576)  (5507,3481)  (5372,3461)  (5968,3764)  (5968,3879)  (5918,4057)  (5803,4057)  (5688,4057)  (5969,3601)  (5277,3706)  (5277,3591)  (5487,3366)  (5353,3346)  (6083,3716)  (5852,4172)  (5737,4172)  | overflowToLeft=false
Space Zone 13  (8024,1021)  (7909,1135)  (7909,1020)  (8138,1136)  (8024,906)  (8139,906)  (8139,1021)  (7907,905)  (8023,1250)  (7908,1250)  (8155,1251)  (8022,791)  (8137,791)  (7897,790)  (8040,1365)  (7925,1365)  (8012,676)  (8127,676)  (8242,676)  (7857,675)  (8145,1480)  (8030,1480)  (7915,1480)  (7972,561)  (8087,561)  (8202,561)  (7754,560)  (7800,1494)  (8145,1595)  (8030,1595)  (7915,1595)  (7869,446)  (7984,446)  (8099,446)  (8214,446)  (8145,1710)  (8030,1710)  (7983,331)  (8098,331)  (8107,1825)  | overflowToLeft=false
Space Zone 14  (7163,2024)  (7048,2138)  (7048,2023)  (7277,2139)  (7163,1909)  (7278,1909)  (7278,2024)  (7046,1908)  (7162,2253)  (7047,2253)  (6933,2138)  (6933,2023)  (7392,2139)  (7392,2254)  (7277,2254)  (6932,2254)  (7393,1798)  (7393,1913)  (6931,1908)  (6818,2139)  (6818,2024)  (7507,2028)  (7507,2143)  (7508,1786)  (7508,1901)  (6816,1909)  (6810,1794)  (6703,2205)  (6703,2090)  (7622,2016)  (7622,2131)  (7623,1671)  (7623,1786)  (7623,1901)  (6701,1975)  (6695,1860)  (6695,1745)  (6588,2150)  (7737,2016)  (7737,2131)  (7738,1750)  (7738,1865)  (6586,2035)  (6580,1920)  (6580,1805)  (7852,1980)  (7853,1865)  (6471,2080)  (6465,1965)  (6465,1850)  (6350,1988)  | overflowToLeft=false
Space Zone 11  (6130,1115)  (6015,1229)  (6015,1114)  (6244,1230)  (6130,1000)  (6245,1000)  (6245,1115)  (6013,999)  (6129,1344)  (6014,1344)  (5900,1167)  (6359,1230)  (6359,1345)  (6244,1345)  (6128,885)  (6243,885)  (6358,885)  (6360,1000)  (6360,1115)  (5898,1052)  (5898,937)  (6013,884)  (6129,1459)  (6014,1459)  (6474,1458)  (6359,1460)  (6244,1460)  (6128,770)  (6243,770)  (6358,770)  (5930,769)  (6497,1573)  (6129,1574)  (6382,1575)  (6267,1575)  (6045,655)  (6160,655)  (6275,655)  (6390,655)  (6505,623)  (6152,1689)  (6380,1690)  (6013,540)  (6128,540)  (6243,540)  (6358,540)  (6473,508)  (6265,1804)  (6075,425)  (6190,425)  (6305,425)  | overflowToLeft=false
Space Zone 12  (7146,140)  (7031,254)  (7031,139)  (7260,255)  (7146,25)  (7261,25)  (7261,140)  (7029,24)  (6916,314)  (6916,199)  (7375,255)  (7376,0)  (7376,115)  (6914,84)  (6801,327)  (6801,212)  (7490,230)  (7491,0)  (7491,115)  (6799,97)  (7527,345)  (6686,442)  (6686,327)  (6686,212)  (7605,230)  (7606,0)  (7606,115)  (6684,97)  (7642,345)  (6571,339)  (6571,224)  (7720,230)  (7721,0)  (7721,115)  (6569,109)  (6456,224)  (7835,230)  (7836,15)  (6454,109)  (7951,104)  | overflowToLeft=false
